Producto_Detalles_Vistos,Cantidad_Actividades_Sesión,Cantidad_Artículos_En_Carro,Cantidad_Artículos_Eliminados_Carro,Cantidad_Visitas_Carro,Confirmaciones_Compra,Inicios_Pago,Vistas_Productos_Carro,Inicios_Sesión_Cliente,Vistas_Páginas,Segmento_Cliente,Abandono_Carro
Si,8,2,0,1,0,1,1,0,3,Cliente Objetivo,Si
Si,6,2,1,0,0,0,0,0,3,Cliente Objetivo,Si
No,23,1,0,1,0,2,6,1,11,Cliente Objetivo,Si
No,1,4,0,0,0,4,1,0,1,Cliente Leal,Si
No,19,2,0,4,2,4,0,0,7,Cliente Objetivo,Si
No,8,0,0,1,1,1,1,1,2,Cliente Objetivo,No
No,10,3,0,0,0,0,1,0,3,Cliente Leal,Si
No,15,6,1,0,0,0,1,0,5,Cliente Leal,Si
No,14,0,0,1,0,0,4,0,6,Cliente Objetivo,Si
No,7,1,1,1,0,2,0,0,2,Cliente Objetivo,Si
No,12,2,0,2,1,3,0,1,3,Cliente Objetivo,No
Si,17,10,0,4,0,0,1,0,1,Cliente Leal,Si
No,11,3,3,0,0,0,2,0,1,Cliente No Segmentado,Si
No,4,0,0,1,0,1,0,0,2,Cliente Objetivo,Si
Si,57,0,0,1,0,5,3,0,9,Cliente Objetivo,Si
Si,5,1,0,0,0,1,2,0,1,Cliente Objetivo,Si
Si,4,1,1,1,0,0,1,0,0,Cliente Objetivo,Si
No,3,0,0,0,0,1,2,0,0,Cliente Objetivo,Si
No,8,3,0,1,0,1,1,0,2,Cliente Leal,Si
No,7,1,0,1,0,0,2,0,2,Cliente Objetivo,Si
No,10,5,0,1,0,1,1,0,2,Cliente Leal,Si
No,6,2,0,1,0,0,1,0,2,Cliente Objetivo,Si
No,14,0,0,0,1,1,1,0,3,Cliente Objetivo,No
No,6,1,0,2,0,1,0,0,2,Cliente Objetivo,Si
Si,4,1,0,0,0,1,2,0,0,Cliente Objetivo,Si
No,2,0,0,1,0,1,0,0,0,Cliente Objetivo,Si
No,11,0,0,1,0,2,8,0,0,Cliente Objetivo,Si
No,19,6,0,0,1,1,3,1,4,Cliente Leal,No
No,12,5,0,1,0,0,4,0,2,Cliente Leal,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,3,0,0,1,0,1,0,1,0,Cliente Objetivo,Si
No,5,0,0,1,0,1,3,0,0,Cliente Objetivo,Si
No,49,9,25,0,0,0,4,0,10,Cliente No Segmentado,Si
Si,8,6,0,0,0,0,1,0,0,Cliente Leal,Si
Si,6,1,0,0,0,2,1,1,1,Cliente Objetivo,Si
No,2,0,0,2,0,0,0,0,0,Cliente Objetivo,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,17,5,0,1,1,1,0,1,1,Cliente Leal,Si
No,18,2,0,1,0,0,1,0,12,Cliente Objetivo,Si
No,8,3,0,1,0,0,2,0,1,Cliente Leal,Si
No,7,0,0,2,0,1,4,0,0,Cliente Objetivo,Si
No,63,2,50,1,1,2,2,1,1,Cliente No Segmentado,No
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
Si,15,3,3,0,0,0,2,0,6,Cliente No Segmentado,Si
No,18,5,3,1,1,1,1,1,3,Cliente No Segmentado,No
Si,4,1,0,0,0,0,1,0,1,Cliente Objetivo,Si
Si,29,0,0,0,0,0,3,0,5,Cliente Objetivo,Si
No,9,1,1,1,1,1,1,1,1,Cliente Objetivo,No
No,5,0,0,0,0,0,2,0,1,Cliente Objetivo,Si
No,12,4,0,0,1,1,1,1,2,Cliente Leal,No
Si,4,1,0,2,0,0,0,0,1,Cliente Objetivo,Si
Si,6,3,0,0,0,0,1,0,0,Cliente Leal,Si
No,11,5,0,1,0,1,1,0,2,Cliente Leal,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,15,4,1,0,1,2,1,1,4,Cliente Leal,No
Si,29,4,0,3,2,4,10,0,1,Cliente Leal,No
No,7,1,0,3,0,0,1,0,1,Cliente Objetivo,Si
No,21,1,0,2,0,2,8,0,2,Cliente Objetivo,Si
No,10,2,0,2,0,1,2,0,3,Cliente Objetivo,Si
No,12,1,0,3,0,0,0,0,1,Cliente Objetivo,Si
No,5,3,0,1,0,0,1,0,0,Cliente Leal,Si
Si,9,4,0,1,0,0,0,0,2,Cliente Leal,Si
No,9,4,0,2,0,0,1,0,2,Cliente Leal,Si
Si,20,2,2,2,0,5,1,2,6,Cliente No Segmentado,Si
Si,66,8,49,0,0,1,2,0,2,Cliente No Segmentado,Si
Si,15,3,0,1,0,0,3,0,4,Cliente Leal,Si
No,22,3,2,0,0,4,2,0,6,Cliente No Segmentado,Si
No,4,0,0,1,0,1,2,0,0,Cliente Objetivo,Si
No,7,2,0,1,0,1,1,0,2,Cliente Objetivo,Si
No,84,2,0,2,1,2,77,0,0,Cliente Objetivo,No
No,27,4,5,4,0,0,2,0,8,Cliente No Segmentado,Si
No,8,1,0,0,0,1,2,0,4,Cliente Objetivo,Si
No,15,9,1,0,0,0,1,0,2,Cliente Leal,Si
Si,9,2,4,1,0,0,1,0,1,Cliente No Segmentado,Si
No,31,9,0,3,0,1,10,0,8,Cliente Leal,Si
Si,2,1,0,0,0,0,0,0,0,Cliente Objetivo,Si
No,7,0,0,1,0,1,0,0,5,Cliente Objetivo,Si
No,6,1,0,2,0,1,0,1,1,Cliente Objetivo,Si
No,17,1,0,0,0,4,10,0,0,Cliente Objetivo,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,13,5,0,1,0,1,1,1,1,Cliente Leal,Si
No,19,8,1,2,0,0,3,0,4,Cliente Leal,Si
No,6,1,0,0,0,1,1,0,3,Cliente Objetivo,Si
Si,7,0,0,3,0,1,0,0,2,Cliente Objetivo,Si
Si,3,0,0,2,0,0,0,0,1,Cliente Objetivo,Si
Si,23,2,1,1,0,0,7,0,7,Cliente Objetivo,Si
Si,5,1,1,0,0,0,1,0,2,Cliente Objetivo,Si
Si,3,1,0,0,0,0,2,0,0,Cliente Objetivo,Si
Si,10,1,5,1,0,0,1,0,1,Cliente No Segmentado,Si
Si,2,1,0,0,0,0,0,0,1,Cliente Objetivo,Si
Si,12,5,1,1,0,0,1,0,2,Cliente Leal,Si
No,15,4,5,1,1,1,1,1,1,Cliente No Segmentado,No
Si,6,3,1,0,0,0,0,0,1,Cliente Leal,Si
No,5,2,1,1,0,0,0,0,1,Cliente Objetivo,Si
Si,10,1,0,0,0,0,0,0,6,Cliente Objetivo,Si
No,5,0,0,1,0,0,1,0,3,Cliente Objetivo,Si
No,9,4,0,1,0,0,3,0,1,Cliente Leal,Si
No,10,4,0,1,0,0,4,0,0,Cliente Leal,Si
Si,9,1,1,1,0,2,0,1,3,Cliente Objetivo,Si
No,10,3,0,1,0,0,1,0,4,Cliente Leal,Si
No,6,1,0,0,0,2,3,0,0,Cliente Objetivo,Si
Si,5,1,0,0,0,1,3,0,0,Cliente Objetivo,Si
No,19,1,0,0,0,1,13,0,1,Cliente Objetivo,Si
Si,28,11,5,4,0,0,3,0,3,Cliente No Segmentado,Si
No,6,1,0,2,0,1,0,0,2,Cliente Objetivo,Si
No,14,9,0,1,0,1,1,0,2,Cliente Leal,Si
No,25,2,17,0,0,1,3,0,2,Cliente No Segmentado,Si
No,15,5,0,2,0,0,1,0,3,Cliente Leal,Si
No,14,3,3,1,1,1,1,1,2,Cliente No Segmentado,No
No,41,8,7,4,0,2,7,0,12,Cliente No Segmentado,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,11,6,0,0,1,1,1,1,1,Cliente Leal,No
No,4,1,0,1,0,1,1,0,0,Cliente Objetivo,Si
No,5,0,0,0,0,1,1,0,3,Cliente Objetivo,Si
No,19,8,3,0,0,2,1,1,3,Cliente No Segmentado,Si
No,7,1,0,2,0,2,0,0,2,Cliente Objetivo,Si
No,21,7,1,2,0,2,3,2,2,Cliente Leal,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,37,11,7,6,0,1,1,1,9,Cliente No Segmentado,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,9,4,0,2,0,0,1,0,1,Cliente Leal,Si
No,6,0,0,0,0,3,1,0,2,Cliente Objetivo,Si
No,4,0,0,1,0,1,1,0,1,Cliente Objetivo,Si
No,29,5,2,1,0,1,4,0,2,Cliente No Segmentado,Si
No,10,1,0,1,0,2,3,1,1,Cliente Objetivo,Si
No,2,0,0,1,0,0,1,0,0,Cliente Objetivo,Si
No,24,4,0,1,1,2,14,0,1,Cliente Leal,No
No,5,1,0,0,0,1,1,0,0,Cliente Objetivo,Si
No,17,5,6,1,0,0,2,0,1,Cliente No Segmentado,Si
No,9,3,0,0,0,2,3,0,0,Cliente Leal,Si
No,6,1,0,1,0,1,0,1,2,Cliente Objetivo,Si
No,9,1,0,0,1,1,0,1,4,Cliente Objetivo,Si
Si,3,1,0,1,0,0,0,0,1,Cliente Objetivo,Si
No,18,6,3,3,0,0,3,0,2,Cliente No Segmentado,Si
No,13,3,0,1,0,3,2,0,0,Cliente Leal,Si
No,8,1,0,1,1,2,1,0,2,Cliente Objetivo,Si
No,5,0,0,0,0,1,1,0,3,Cliente Objetivo,Si
No,16,5,0,0,0,3,7,0,1,Cliente Leal,Si
Si,2,1,0,0,0,0,0,0,1,Cliente Objetivo,Si
No,9,0,0,0,0,2,2,0,3,Cliente Objetivo,Si
No,9,1,0,0,0,1,5,0,1,Cliente Objetivo,Si
No,17,0,0,4,0,1,3,0,2,Cliente Objetivo,Si
Si,8,0,0,0,0,0,1,0,3,Cliente Objetivo,Si
No,5,2,0,1,0,0,0,0,2,Cliente Objetivo,Si
No,2,0,0,1,0,0,0,0,1,Cliente Objetivo,Si
Si,11,3,4,0,0,1,1,0,2,Cliente No Segmentado,Si
No,14,6,0,1,0,1,1,1,4,Cliente Leal,Si
No,3,0,0,1,0,1,0,0,0,Cliente Objetivo,Si
No,8,2,0,2,0,1,0,0,3,Cliente Objetivo,Si
No,9,1,0,1,1,3,0,1,2,Cliente Objetivo,No
No,28,10,7,5,0,1,1,1,2,Cliente No Segmentado,Si
No,6,2,0,0,0,1,1,0,2,Cliente Objetivo,Si
No,16,5,0,1,0,0,2,0,5,Cliente Leal,Si
No,5,1,0,0,0,0,0,0,2,Cliente Objetivo,Si
No,5,1,0,2,0,0,0,0,2,Cliente Objetivo,Si
Si,13,8,0,2,0,0,1,0,1,Cliente Leal,Si
Si,15,7,0,8,0,0,0,0,0,Cliente Leal,Si
Si,6,1,0,0,0,0,1,0,1,Cliente Objetivo,Si
No,11,3,1,1,0,2,0,0,1,Cliente Leal,Si
No,9,0,0,1,0,0,2,0,2,Cliente Objetivo,Si
Si,7,4,0,1,0,0,1,0,1,Cliente Leal,Si
No,54,11,7,6,0,9,4,0,5,Cliente No Segmentado,Si
No,2,0,0,2,0,0,0,0,0,Cliente Objetivo,Si
Si,8,0,0,0,0,0,1,0,0,Cliente Objetivo,No
No,4,0,0,0,0,1,0,1,2,Cliente Objetivo,Si
No,20,10,1,1,1,2,1,0,4,Cliente Leal,No
No,5,0,0,1,1,2,0,0,0,Cliente Objetivo,No
No,14,9,0,0,0,1,1,0,3,Cliente Leal,Si
No,6,2,0,1,0,0,1,0,0,Cliente Objetivo,Si
No,7,5,0,0,0,1,1,0,0,Cliente Leal,Si
No,19,4,0,1,1,1,10,0,0,Cliente Leal,No
No,10,1,0,1,0,4,1,0,0,Cliente Objetivo,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,4,0,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,3,1,0,1,0,0,1,0,0,Cliente Objetivo,Si
No,10,2,0,4,0,0,1,0,2,Cliente Objetivo,Si
No,17,8,0,2,1,1,1,1,2,Cliente Leal,Si
No,15,6,0,2,0,4,1,0,2,Cliente Leal,Si
No,10,4,0,0,1,1,1,1,2,Cliente Leal,Si
Si,13,1,0,3,0,2,7,0,0,Cliente Objetivo,Si
Si,8,0,0,2,0,0,1,0,2,Cliente Objetivo,Si
No,27,5,2,2,0,1,3,1,7,Cliente No Segmentado,Si
No,7,1,0,0,0,1,4,0,1,Cliente Objetivo,Si
No,4,0,0,1,0,1,1,0,1,Cliente Objetivo,Si
No,11,2,0,2,0,1,1,0,5,Cliente Objetivo,Si
No,6,1,0,0,0,1,3,0,1,Cliente Objetivo,Si
No,7,3,0,1,0,1,0,0,2,Cliente Leal,Si
No,12,6,0,0,1,1,1,1,2,Cliente Leal,No
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,13,5,0,3,0,1,2,0,1,Cliente Leal,Si
No,8,1,0,0,0,1,5,0,1,Cliente Objetivo,Si
No,7,2,0,1,0,1,1,0,2,Cliente Objetivo,Si
No,13,0,0,3,0,3,7,0,0,Cliente Objetivo,Si
No,6,1,0,0,1,1,1,1,0,Cliente Objetivo,Si
No,40,5,2,3,2,1,8,1,12,Cliente No Segmentado,No
No,14,5,1,1,1,1,2,1,2,Cliente Leal,No
Si,6,2,0,2,0,1,0,0,1,Cliente Objetivo,Si
No,12,0,0,0,1,1,1,0,5,Cliente Objetivo,No
No,9,1,0,3,0,0,2,0,0,Cliente Objetivo,Si
No,4,1,0,0,0,1,1,0,1,Cliente Objetivo,Si
No,7,2,0,1,0,1,3,0,0,Cliente Objetivo,Si
No,14,6,0,2,1,2,1,2,0,Cliente Leal,No
Si,6,2,0,1,0,0,2,0,0,Cliente Objetivo,Si
No,5,1,0,2,0,1,0,0,1,Cliente Objetivo,Si
No,10,1,0,1,1,3,0,0,0,Cliente Objetivo,Si
No,17,2,0,4,0,0,6,0,0,Cliente Objetivo,Si
No,24,3,3,3,0,2,4,1,5,Cliente No Segmentado,Si
No,20,1,5,2,0,0,3,0,8,Cliente No Segmentado,Si
No,10,4,0,1,0,1,2,0,2,Cliente Leal,Si
No,8,3,0,0,0,1,1,1,2,Cliente Leal,Si
No,20,8,7,1,0,0,2,0,1,Cliente No Segmentado,Si
No,4,1,0,1,0,1,1,0,0,Cliente Objetivo,Si
No,3,0,0,0,0,2,0,0,1,Cliente Objetivo,Si
No,23,4,1,4,1,3,0,0,8,Cliente Leal,No
No,5,0,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,3,0,0,1,0,1,0,1,0,Cliente Objetivo,Si
No,5,0,0,2,0,1,0,0,2,Cliente Objetivo,Si
Si,13,3,6,0,0,1,1,1,1,Cliente No Segmentado,Si
Si,16,5,0,5,0,0,2,0,3,Cliente Leal,Si
Si,5,3,0,0,0,0,1,0,1,Cliente Leal,Si
No,12,8,0,0,0,1,1,0,2,Cliente Leal,Si
No,3,0,0,0,0,1,1,0,1,Cliente Objetivo,Si
No,9,3,0,1,0,1,3,0,1,Cliente Leal,Si
Si,7,1,0,0,0,0,1,0,2,Cliente Objetivo,Si
No,4,1,0,1,0,1,1,0,0,Cliente Objetivo,Si
Si,3,1,0,0,0,0,0,0,1,Cliente Objetivo,Si
Si,10,0,0,1,0,0,6,0,0,Cliente Objetivo,Si
No,9,1,1,0,0,2,1,2,2,Cliente Objetivo,Si
No,18,7,0,1,1,1,1,1,3,Cliente Leal,No
No,16,5,6,1,0,0,2,0,0,Cliente No Segmentado,Si
Si,3,1,0,1,0,0,1,0,0,Cliente Objetivo,Si
No,4,0,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,6,0,0,1,0,1,3,0,1,Cliente Objetivo,Si
Si,47,0,0,4,0,1,0,0,4,Cliente Objetivo,Si
No,8,1,0,2,0,2,0,0,3,Cliente Objetivo,Si
No,58,6,0,3,0,2,8,0,24,Cliente Leal,Si
No,7,1,0,0,0,1,3,0,1,Cliente Objetivo,Si
Si,31,9,0,5,1,2,14,0,0,Cliente Leal,No
No,15,6,0,1,0,1,3,0,3,Cliente Leal,Si
No,8,0,0,2,0,2,4,0,0,Cliente Objetivo,Si
No,19,8,0,1,1,2,0,0,4,Cliente Leal,No
Si,9,3,1,0,0,0,2,0,1,Cliente Leal,Si
Si,9,2,2,0,0,1,0,1,2,Cliente No Segmentado,Si
No,10,6,0,0,0,1,2,0,1,Cliente Leal,Si
No,7,0,0,0,0,0,1,0,4,Cliente Objetivo,Si
No,17,8,1,1,1,2,3,0,0,Cliente Leal,No
No,7,4,0,1,0,0,1,0,1,Cliente Leal,Si
No,9,4,0,2,0,0,2,0,0,Cliente Leal,Si
Si,13,3,3,2,0,0,0,0,4,Cliente No Segmentado,Si
No,18,11,0,2,0,1,3,0,1,Cliente Leal,Si
No,10,0,0,2,1,2,1,0,2,Cliente Objetivo,No
No,24,6,7,3,0,0,2,0,5,Cliente No Segmentado,Si
No,26,6,7,2,1,1,2,1,5,Cliente No Segmentado,No
Si,16,4,0,4,0,1,0,0,2,Cliente Leal,Si
No,5,1,0,1,0,2,0,0,0,Cliente Objetivo,Si
No,11,0,0,2,0,6,3,0,0,Cliente Objetivo,Si
No,14,8,0,1,0,1,2,0,2,Cliente Leal,Si
Si,28,6,6,3,0,1,3,0,5,Cliente No Segmentado,Si
No,15,5,1,2,0,1,0,1,5,Cliente Leal,Si
Si,11,1,2,0,0,1,1,0,4,Cliente Objetivo,Si
No,6,1,0,1,0,0,1,0,1,Cliente Objetivo,Si
No,7,2,0,1,0,1,1,0,2,Cliente Objetivo,Si
No,9,0,0,2,0,1,5,0,1,Cliente Objetivo,Si
No,5,2,0,0,0,2,1,0,0,Cliente Objetivo,Si
No,7,1,0,2,0,1,0,0,3,Cliente Objetivo,Si
No,12,3,0,0,0,1,7,0,0,Cliente Leal,Si
Si,21,6,4,1,0,0,1,0,5,Cliente No Segmentado,Si
No,10,2,0,1,1,1,1,1,1,Cliente Objetivo,Si
No,5,1,0,0,0,1,0,0,2,Cliente Objetivo,Si
No,15,3,0,2,0,1,1,1,6,Cliente Leal,Si
Si,20,2,0,6,0,6,1,0,5,Cliente Objetivo,Si
No,18,7,1,2,0,2,2,0,3,Cliente Leal,Si
No,22,5,1,0,0,2,1,1,9,Cliente Leal,Si
Si,21,7,11,0,0,0,0,0,0,Cliente No Segmentado,Si
No,2,0,0,1,0,0,0,0,1,Cliente Objetivo,Si
Si,10,5,1,0,0,0,2,0,1,Cliente Leal,Si
No,10,3,0,0,0,0,1,0,3,Cliente Leal,Si
Si,30,5,6,7,0,0,2,0,8,Cliente No Segmentado,Si
No,10,1,0,1,0,1,1,0,1,Cliente Objetivo,Si
No,20,0,0,2,0,3,15,0,0,Cliente Objetivo,Si
No,12,8,0,0,0,1,1,0,2,Cliente Leal,Si
No,3,0,0,1,0,0,2,0,0,Cliente Objetivo,Si
Si,1,0,0,0,0,1,0,0,0,Cliente Objetivo,Si
No,7,2,0,1,0,0,3,0,1,Cliente Objetivo,Si
No,8,4,0,0,0,0,2,0,1,Cliente Leal,Si
No,8,3,0,1,0,2,1,0,0,Cliente Leal,Si
No,23,6,0,2,0,1,2,1,2,Cliente Leal,Si
No,34,7,0,1,1,2,7,0,0,Cliente Leal,No
Si,3,1,0,1,0,0,1,0,0,Cliente Objetivo,Si
No,7,1,0,0,0,2,4,0,0,Cliente Objetivo,Si
Si,13,3,4,1,0,0,0,0,3,Cliente No Segmentado,Si
No,5,0,0,1,0,0,1,0,3,Cliente Objetivo,Si
No,4,0,0,1,0,1,1,0,1,Cliente Objetivo,Si
No,16,10,0,1,0,0,3,0,1,Cliente Leal,Si
No,11,6,0,0,0,1,1,1,2,Cliente Leal,Si
No,25,3,2,1,1,1,3,1,10,Cliente No Segmentado,No
Si,9,5,0,0,0,0,1,0,2,Cliente Leal,Si
No,20,2,0,3,0,0,5,0,7,Cliente Objetivo,Si
No,17,5,0,3,1,2,2,0,0,Cliente Leal,No
No,13,6,0,1,0,1,2,0,2,Cliente Leal,Si
No,13,0,0,1,1,2,2,0,2,Cliente Objetivo,No
Si,9,5,0,0,1,1,2,0,0,Cliente Leal,No
Si,8,3,0,0,0,0,1,0,2,Cliente Leal,Si
No,15,1,0,0,0,4,7,0,2,Cliente Objetivo,Si
No,12,1,0,4,0,3,3,0,0,Cliente Objetivo,Si
No,35,1,0,3,0,1,24,0,1,Cliente Objetivo,Si
Si,16,6,0,0,0,1,5,0,0,Cliente Leal,Si
No,2,0,0,1,0,0,1,0,0,Cliente Objetivo,Si
No,8,0,0,1,0,1,5,0,0,Cliente Objetivo,Si
No,4,0,0,1,0,1,0,1,1,Cliente Objetivo,Si
No,10,3,0,3,0,0,4,0,0,Cliente Leal,Si
Si,3,1,0,0,0,0,0,0,1,Cliente Objetivo,Si
No,4,1,0,1,0,1,1,0,0,Cliente Objetivo,Si
No,9,4,0,1,0,1,1,0,2,Cliente Leal,Si
Si,11,3,1,2,0,1,1,0,3,Cliente Leal,Si
No,7,2,0,1,0,1,1,0,2,Cliente Objetivo,Si
No,8,2,0,2,0,2,0,0,2,Cliente Objetivo,Si
Si,16,1,0,0,1,1,2,1,2,Cliente Objetivo,No
Si,11,7,0,0,0,1,2,0,1,Cliente Leal,Si
Si,21,0,0,7,0,0,1,0,4,Cliente Objetivo,Si
No,7,1,0,0,0,0,1,0,5,Cliente Objetivo,Si
No,10,4,0,1,11,2,1,0,1,Cliente Leal,No
Si,14,5,0,1,1,2,1,1,2,Cliente Leal,No
No,15,3,0,0,0,1,5,1,4,Cliente Leal,Si
No,4,1,0,1,0,0,2,0,0,Cliente Objetivo,Si
Si,42,8,6,18,1,2,1,0,6,Cliente No Segmentado,No
No,12,2,0,2,0,2,5,0,0,Cliente Objetivo,Si
No,5,1,0,1,0,1,2,0,0,Cliente Objetivo,Si
No,4,0,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,12,0,0,2,0,1,9,0,0,Cliente Objetivo,Si
No,13,7,0,2,0,1,2,0,1,Cliente Leal,Si
No,7,0,0,1,0,2,4,0,0,Cliente Objetivo,Si
Si,7,2,2,0,0,0,1,0,1,Cliente No Segmentado,Si
No,6,1,0,1,0,0,2,0,1,Cliente Objetivo,Si
No,5,1,0,2,0,0,1,0,1,Cliente Objetivo,Si
No,10,4,0,2,0,0,2,0,0,Cliente Leal,Si
No,7,0,0,0,1,4,2,0,0,Cliente Objetivo,No
No,65,3,0,1,0,0,14,0,27,Cliente Leal,Si
No,11,0,0,1,1,2,2,0,0,Cliente Objetivo,No
No,6,1,0,0,1,2,1,0,0,Cliente Objetivo,No
No,3,1,0,1,0,0,1,0,0,Cliente Objetivo,Si
Si,3,0,0,1,0,0,0,0,1,Cliente Objetivo,Si
Si,3,1,0,0,0,1,1,0,0,Cliente Objetivo,Si
No,12,6,0,1,0,1,1,1,2,Cliente Leal,Si
No,6,1,0,1,0,1,0,1,2,Cliente Objetivo,Si
Si,3,1,0,0,0,0,1,0,1,Cliente Objetivo,Si
No,14,2,0,0,1,1,4,0,0,Cliente Objetivo,No
No,13,7,0,1,0,0,2,0,1,Cliente Leal,Si
Si,2,1,0,0,0,0,1,0,0,Cliente Objetivo,Si
Si,5,1,1,0,0,1,0,0,1,Cliente Objetivo,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
Si,10,0,7,1,0,0,0,0,2,Cliente No Segmentado,Si
Si,4,1,0,0,0,0,0,0,3,Cliente Objetivo,Si
No,2,0,0,0,0,1,0,0,1,Cliente Objetivo,Si
Si,4,1,1,0,0,0,0,0,1,Cliente Objetivo,Si
No,5,1,0,0,1,1,2,0,0,Cliente Objetivo,No
Si,28,5,10,12,0,0,0,0,1,Cliente No Segmentado,Si
No,4,1,0,0,0,1,0,1,1,Cliente Objetivo,Si
No,29,1,0,4,0,0,16,0,0,Cliente Objetivo,Si
No,9,0,0,0,0,1,1,0,4,Cliente Objetivo,Si
Si,21,1,0,3,0,1,7,0,0,Cliente Objetivo,Si
No,7,1,0,4,0,0,1,0,1,Cliente Objetivo,Si
Si,11,4,0,1,0,0,2,0,2,Cliente Leal,Si
No,8,0,0,1,0,1,1,0,2,Cliente Objetivo,Si
No,16,6,0,1,0,4,3,0,0,Cliente Leal,Si
No,8,0,0,1,0,2,2,0,1,Cliente Objetivo,Si
No,8,1,0,2,0,2,0,0,3,Cliente Objetivo,Si
No,24,3,1,5,1,4,1,1,6,Cliente Leal,No
No,8,0,0,1,1,2,4,0,0,Cliente Objetivo,No
No,24,5,10,3,0,1,2,0,2,Cliente No Segmentado,Si
No,7,1,0,1,0,2,0,1,2,Cliente Objetivo,Si
Si,6,1,0,0,0,1,1,0,0,Cliente Objetivo,Si
No,39,3,0,2,0,6,25,0,3,Cliente Leal,Si
No,12,6,0,0,1,1,1,1,2,Cliente Leal,No
Si,2,1,0,0,0,0,0,0,1,Cliente Objetivo,Si
No,16,4,1,1,1,1,0,1,4,Cliente Leal,No
Si,5,2,0,1,0,0,1,0,1,Cliente Objetivo,Si
No,54,2,0,10,7,10,23,0,1,Cliente Objetivo,No
No,6,2,0,0,0,1,2,0,1,Cliente Objetivo,Si
No,32,6,3,5,1,6,2,0,8,Cliente No Segmentado,No
No,14,0,0,1,2,3,1,0,6,Cliente Objetivo,No
No,9,1,0,1,1,2,2,0,1,Cliente Objetivo,No
No,12,4,0,2,0,0,4,0,0,Cliente Leal,Si
No,13,2,0,2,0,4,0,2,3,Cliente Objetivo,Si
No,10,2,0,1,1,1,1,1,3,Cliente Objetivo,No
No,2,0,0,1,0,0,0,0,1,Cliente Objetivo,Si
No,19,0,0,0,1,3,2,1,12,Cliente Objetivo,No
No,21,10,0,2,0,0,6,0,0,Cliente Leal,Si
No,17,8,0,2,0,1,5,0,0,Cliente Leal,Si
No,15,5,0,1,1,1,2,1,4,Cliente Leal,No
No,4,0,0,1,0,1,1,0,1,Cliente Objetivo,Si
Si,18,4,4,4,0,0,0,0,3,Cliente No Segmentado,Si
No,7,0,0,1,1,3,0,0,2,Cliente Objetivo,No
No,8,1,0,0,1,1,1,1,2,Cliente Objetivo,No
No,7,1,0,3,0,1,0,0,2,Cliente Objetivo,Si
No,7,2,1,0,0,1,1,1,1,Cliente Objetivo,Si
No,13,0,0,4,1,4,2,0,2,Cliente Objetivo,No
No,4,1,0,1,0,1,1,0,0,Cliente Objetivo,Si
No,11,3,0,1,1,1,5,0,0,Cliente Leal,No
No,2,0,0,1,0,0,1,0,0,Cliente Objetivo,Si
No,16,2,0,6,0,1,2,0,4,Cliente Objetivo,Si
No,11,2,0,4,0,2,0,0,3,Cliente Objetivo,Si
Si,3,1,0,0,0,0,0,0,1,Cliente Objetivo,Si
Si,5,1,0,1,0,0,1,0,2,Cliente Objetivo,Si
Si,5,1,0,0,0,0,1,0,1,Cliente Objetivo,Si
No,10,1,0,0,0,3,0,1,5,Cliente Objetivo,Si
No,7,3,0,0,0,1,1,0,2,Cliente Leal,Si
Si,3,1,0,1,0,0,1,0,0,Cliente Objetivo,Si
No,8,2,0,0,1,1,1,1,1,Cliente Objetivo,No
No,3,0,0,1,0,1,1,0,0,Cliente Objetivo,Si
No,9,2,1,3,0,1,0,0,2,Cliente Objetivo,Si
Si,8,2,0,0,0,1,3,0,0,Cliente Objetivo,Si
No,7,0,0,1,0,1,1,0,3,Cliente Objetivo,Si
No,6,1,0,1,0,0,2,0,1,Cliente Objetivo,Si
No,7,1,0,1,0,1,1,0,3,Cliente Objetivo,Si
No,12,6,0,0,1,1,0,1,3,Cliente Leal,Si
No,10,4,0,0,0,3,1,1,1,Cliente Leal,Si
Si,6,1,2,0,0,0,1,0,1,Cliente Objetivo,Si
Si,6,4,0,0,0,0,2,0,0,Cliente Leal,Si
No,8,0,0,1,0,0,1,0,2,Cliente Objetivo,Si
No,6,0,0,0,0,1,1,0,2,Cliente Objetivo,Si
No,3,1,0,1,0,0,1,0,0,Cliente Objetivo,Si
Si,23,7,3,5,0,0,1,0,6,Cliente No Segmentado,Si
